month,year,daily_temp,daily_rain,daily_hum,daily_press,daily_windDir,daily_windSp,daily_DHI,daily_DNI,daily_GHI
11,2020,12.1,14.4,65.6,995.8,115.3,1.2,96.4,392.3,245.5
4,2021,19.0,18.7,52.3,981.9,172.7,2.3,168.2,390.4,439.1
11,2020,17.5,25.6,63.7,995.2,187.1,1.3,113.0,10.8,116.0
7,2020,30.7,26.6,37.1,991.5,207.3,2.9,107.7,578.7,508.2
12,2020,10.0,12.7,74.1,982.2,248.6,4.0,91.9,44.3,102.6
10,2021,18.6,22.5,56.4,992.7,62.8,6.1,151.3,343.6,301.0
1,2021,9.1,9.1,74.5,997.7,193.3,2.6,75.1,464.2,242.5
11,2020,17.1,12.0,69.8,998.7,254.4,1.6,108.1,399.4,292.5
1,2021,9.1,21.1,90.1,980.9,77.2,5.5,88.7,0.0,88.7
4,2021,17.3,22.5,67.7,991.2,228.2,2.9,251.5,141.8,342.5
11,2019,14.1,16.9,82.0,987.3,238.0,2.7,105.5,393.4,238.0
7,2020,27.2,21.1,44.5,995.5,259.3,2.8,82.3,685.4,540.1
5,2021,18.5,13.4,44.3,992.6,277.4,2.5,74.9,718.5,563.5
10,2019,19.8,22.4,63.6,994.8,83.8,3.4,119.1,357.7,279.2
4,2020,15.6,9.2,49.5,994.2,77.7,6.1,77.1,704.0,514.6
6,2020,18.6,17.8,60.4,988.5,275.2,6.0,286.9,231.3,441.2
12,2020,9.3,14.0,81.1,980.3,207.6,2.5,101.8,5.0,102.5
9,2020,25.1,19.3,48.3,994.6,210.8,2.5,92.9,660.9,491.1
7,2021,28.9,21.4,41.3,989.6,200.7,3.2,91.9,636.7,522.4
5,2021,12.9,22.9,71.5,992.9,139.8,1.1,164.2,69.9,202.7
9,2019,26.4,20.6,38.4,999.9,52.4,3.4,83.4,641.3,465.0
5,2021,15.7,15.7,61.3,993.3,286.3,7.1,133.2,488.8,504.8
10,2021,19.6,16.9,55.2,992.5,207.1,3.9,162.8,238.8,254.1
10,2020,16.5,17.9,71.5,998.0,284.3,5.8,187.4,70.9,222.2
8,2019,25.8,38.2,61.6,990.2,148.7,2.2,140.6,203.7,273.4
1,2020,9.8,9.2,71.8,999.5,208.3,1.2,83.2,415.1,225.9
9,2021,26.0,31.2,47.6,988.5,193.3,2.3,246.5,118.5,329.6
11,2019,15.0,22.0,88.2,983.5,219.7,7.6,77.6,21.2,80.6
2,2020,10.9,14.7,67.0,991.5,261.3,6.2,186.3,235.4,280.9
8,2020,30.3,28.2,33.1,991.5,238.1,2.4,121.0,516.0,467.9
7,2020,27.1,24.5,50.2,988.1,278.9,3.1,113.3,589.8,540.1
7,2021,29.0,27.4,49.3,985.3,227.2,3.2,155.5,380.5,449.5
10,2021,17.7,11.7,40.1,993.6,171.1,4.3,80.3,587.0,387.2
12,2021,10.3,10.5,65.5,1000.8,248.6,1.8,36.9,630.2,241.3
5,2021,16.0,19.7,61.2,991.1,293.2,5.2,203.2,322.1,445.9
12,2021,12.7,15.0,75.8,992.1,242.3,6.8,132.1,38.8,141.4
11,2020,18.8,18.9,58.2,997.8,209.5,1.2,77.5,476.3,274.3
8,2021,31.2,30.7,38.3,992.1,243.6,2.2,235.6,158.3,362.5
8,2021,23.5,21.3,55.6,987.3,269.2,3.6,200.9,371.8,410.6
10,2021,20.0,23.7,54.5,992.6,166.9,1.8,117.8,382.8,292.4
8,2020,29.4,21.9,36.2,978.5,208.5,4.4,116.1,523.7,460.1
12,2021,12.0,14.1,74.6,999.4,263.6,1.7,129.5,140.2,163.9
11,2020,18.1,22.3,58.1,997.9,221.5,1.1,131.8,226.1,229.6
1,2021,7.9,14.9,86.5,988.3,75.6,4.2,119.3,3.9,120.8
9,2019,26.0,27.2,46.3,997.7,137.0,2.8,195.3,215.8,338.6
12,2021,12.0,12.6,75.9,996.1,218.3,3.9,98.0,1.7,98.6
11,2021,16.7,17.3,58.9,990.5,156.9,1.2,49.2,581.8,279.2
10,2020,19.0,24.8,66.0,995.5,238.5,3.1,181.6,249.9,295.2
11,2019,11.4,14.4,82.4,986.7,268.5,4.3,159.8,29.3,167.2
11,2020,15.2,17.7,77.3,1000.5,254.8,3.3,156.6,123.2,183.1
2,2021,14.2,7.8,63.2,1005.5,228.6,1.7,121.5,501.1,375.8
6,2021,24.2,22.2,50.0,991.8,287.9,3.7,85.3,692.3,559.7
6,2021,23.2,31.5,58.1,995.9,161.9,2.6,251.1,193.7,409.4
5,2020,17.2,25.8,74.6,991.5,199.2,1.6,144.7,0.0,144.7
7,2021,26.9,31.4,47.1,986.7,220.7,3.3,123.7,572.5,515.7
5,2021,16.5,21.2,61.1,990.9,250.9,6.0,141.5,479.2,496.8
4,2021,10.3,14.0,74.1,987.9,187.0,1.5,206.5,8.8,209.5
10,2021,17.5,15.2,56.7,994.8,81.8,2.4,113.6,390.2,284.6
1,2020,9.4,11.1,71.9,1005.7,215.3,1.5,52.0,566.5,241.9
12,2019,12.5,12.6,76.6,995.4,224.8,2.0,118.1,272.2,192.6
10,2021,18.1,17.0,58.2,989.8,210.0,4.3,151.3,378.5,330.5
2,2020,13.8,11.9,50.7,990.0,192.8,2.7,106.0,510.8,363.6
3,2020,13.4,12.2,68.8,1000.6,221.3,2.2,209.2,253.4,339.2
7,2021,29.4,24.7,39.9,989.0,248.2,2.2,183.4,375.2,485.7
11,2021,17.2,15.6,63.1,985.5,266.0,5.2,146.8,272.2,259.6
7,2021,23.9,16.0,46.7,995.7,302.4,4.1,81.7,711.7,562.3
10,2019,20.9,20.9,51.9,990.4,181.3,1.4,64.2,603.5,347.6
3,2020,13.3,18.6,79.6,996.1,217.8,3.6,187.1,130.2,235.9
3,2021,12.5,11.5,64.6,998.1,151.2,1.4,189.2,257.8,321.6
4,2021,16.6,14.6,51.0,992.1,194.8,2.0,106.8,577.6,480.5
6,2020,18.3,19.0,63.4,989.4,265.4,7.0,314.2,138.1,394.0
7,2021,28.2,36.0,50.2,987.8,215.9,2.2,187.4,47.7,230.7
1,2021,9.3,16.8,82.5,992.3,288.2,3.3,97.1,0.0,97.1
3,2021,15.1,7.2,53.0,1006.5,212.8,1.8,76.6,712.4,485.0
9,2021,23.3,23.9,61.4,993.8,260.5,3.4,98.4,531.9,387.8
10,2019,20.5,15.9,55.2,997.2,241.6,1.8,93.2,538.2,366.5
11,2020,13.9,23.3,86.6,980.6,85.4,4.3,41.8,0.0,41.8
10,2021,18.2,26.4,58.3,990.4,186.0,3.2,196.5,34.5,211.6
9,2021,25.7,27.9,37.7,992.1,113.0,1.1,206.5,12.3,212.1
9,2021,26.4,34.7,56.1,991.1,266.7,2.2,222.7,163.0,334.9
6,2021,25.5,23.4,55.1,990.1,311.2,3.2,124.0,565.8,535.9
3,2021,14.1,10.3,66.1,1003.5,87.2,1.8,180.5,343.5,359.9
7,2020,23.3,22.6,62.2,992.1,298.4,5.0,261.2,256.3,444.1
11,2019,13.2,24.9,91.1,981.1,314.0,5.5,79.6,0.0,79.6
7,2020,32.5,28.7,33.0,992.7,185.3,2.7,146.9,494.4,483.1
11,2020,14.8,15.2,64.4,995.1,92.0,2.1,100.4,407.2,239.1
10,2021,23.1,20.4,52.9,990.8,241.9,1.6,69.8,664.4,415.8
9,2021,24.0,29.1,61.7,991.4,238.8,2.8,133.4,466.5,432.2
5,2020,18.3,21.1,73.9,990.9,291.5,5.6,107.3,561.5,493.7
8,2021,23.7,21.0,56.9,989.8,280.2,6.6,145.3,427.5,445.3
11,2021,11.8,16.8,78.1,975.7,273.1,7.8,110.3,24.2,120.7
12,2021,11.0,8.8,65.9,1002.6,72.4,2.4,37.4,636.1,244.1
4,2021,13.3,8.2,43.6,999.0,181.4,1.3,110.9,618.2,503.0
1,2020,11.5,11.7,77.7,999.9,263.2,4.9,137.0,7.9,138.4
10,2019,18.6,16.6,72.8,993.0,270.0,2.0,85.6,463.4,299.9
4,2020,16.8,16.3,64.3,986.7,186.3,1.4,142.4,469.5,453.2
11,2020,16.1,16.8,65.1,999.4,181.0,1.2,106.7,399.2,276.2
10,2020,21.0,21.2,56.1,976.8,186.0,7.0,244.5,19.2,253.8
9,2020,16.3,22.7,74.4,987.2,284.4,8.3,161.2,0.6,161.5
8,2021,26.1,18.9,44.1,993.9,205.6,2.8,88.9,600.1,474.8
10,2019,19.1,21.0,56.7,994.8,256.1,1.7,67.2,606.9,354.1
4,2021,16.8,23.2,61.2,992.2,164.7,1.7,259.9,44.7,294.1
11,2019,13.1,22.0,85.9,971.7,339.7,8.4,95.9,0.0,95.9
2,2020,11.2,9.3,66.8,999.8,299.8,7.3,195.5,149.8,272.4
8,2020,26.2,35.7,60.7,988.7,275.0,3.2,218.9,170.1,341.7
3,2020,13.3,10.1,58.0,997.8,203.0,2.1,135.5,496.3,412.8
2,2021,18.5,10.4,51.0,982.5,142.9,2.6,153.6,94.5,202.4
6,2021,26.3,18.9,44.6,992.9,285.0,2.9,86.9,709.9,566.1
12,2020,9.5,14.6,77.3,989.5,285.9,5.4,66.1,3.9,66.5
9,2021,21.8,16.2,52.8,996.2,277.3,3.8,191.8,334.9,367.1
8,2021,22.7,21.8,58.1,990.3,275.4,6.2,151.9,424.7,438.6
7,2021,22.9,22.5,56.7,992.5,282.3,5.5,172.5,478.3,498.7
9,2020,16.0,12.5,54.7,982.6,295.1,11.3,191.2,172.9,298.5
4,2021,11.2,17.3,81.2,994.2,278.8,4.2,189.9,83.0,234.5
4,2020,15.9,21.5,73.6,990.9,45.3,4.2,267.0,76.7,311.6
10,2019,16.6,27.1,84.8,990.9,158.7,3.2,102.1,5.4,102.8
8,2021,31.3,25.2,36.2,994.9,246.7,2.6,183.4,328.7,414.7
11,2021,11.3,14.8,70.5,974.7,220.3,5.6,136.2,54.2,150.8
12,2019,8.6,7.2,64.6,1005.6,50.6,3.3,63.1,529.0,237.0
1,2020,10.6,12.7,74.1,1001.1,66.2,5.3,81.2,401.5,209.0
6,2020,25.8,26.3,51.7,992.0,216.5,3.0,125.5,551.8,532.1
6,2020,25.9,20.8,38.6,993.6,268.7,2.5,103.3,653.8,558.2
1,2021,9.4,16.1,87.1,981.3,184.3,5.1,73.4,0.0,73.4
9,2021,22.8,23.2,57.1,995.8,296.6,4.9,127.3,452.3,366.6
9,2021,24.9,32.5,64.4,989.8,332.5,3.4,143.8,468.3,454.9
4,2021,12.0,8.8,58.1,992.3,63.6,2.8,216.2,335.1,431.2
2,2020,13.3,10.0,63.6,1001.5,211.3,1.9,57.8,712.5,371.2
8,2021,25.2,26.2,53.0,991.4,275.6,4.3,147.3,416.5,428.7
8,2021,25.1,27.4,52.8,988.5,254.9,3.8,136.0,386.9,402.1
9,2020,15.0,18.8,72.2,977.8,295.0,7.3,169.1,65.5,202.7
8,2020,32.3,20.4,27.9,989.8,293.3,2.4,111.7,576.9,509.1
10,2020,19.7,10.7,51.6,995.0,117.9,1.9,58.8,623.9,345.9
10,2019,24.3,24.2,51.1,992.7,175.0,1.7,121.2,433.8,333.9
12,2021,9.7,11.5,69.1,982.3,319.2,7.4,110.8,236.6,190.0
4,2021,18.3,14.7,56.5,989.8,218.0,1.5,140.6,493.9,451.2
10,2019,23.3,21.4,62.4,988.3,243.2,2.3,75.5,591.5,389.6
4,2021,11.0,12.7,70.6,991.6,276.1,5.7,255.0,105.5,299.9
8,2021,23.6,19.5,51.5,986.7,267.6,6.3,96.4,596.1,481.9
12,2020,9.2,11.2,73.6,988.2,261.6,4.4,102.9,362.2,208.2
6,2021,23.4,26.0,52.5,995.7,193.5,2.5,128.7,590.7,531.4
4,2020,18.7,17.8,65.5,993.1,159.4,1.6,123.8,548.7,482.6
8,2021,24.0,26.8,49.0,991.9,280.4,2.7,98.3,593.3,464.4
11,2020,17.8,17.2,61.1,1001.1,211.1,1.7,73.3,510.5,287.4
11,2021,13.8,21.6,82.4,986.8,297.4,1.4,103.5,2.9,103.9
2,2020,14.2,20.3,80.7,999.0,263.6,4.6,83.5,488.8,277.4
8,2021,24.3,24.2,60.4,988.1,289.6,4.8,180.1,372.5,455.7
6,2021,23.8,21.1,49.2,993.7,329.5,3.4,105.2,624.4,549.9
11,2019,17.6,28.3,77.7,974.5,241.5,8.7,121.0,4.5,122.4
10,2019,18.4,21.2,63.5,981.7,189.4,7.6,211.6,103.2,267.0
12,2021,11.6,13.5,65.8,1001.0,57.9,2.4,40.3,610.2,238.6
6,2021,26.1,29.0,54.7,986.9,274.9,2.7,264.8,205.9,424.3
1,2020,10.0,12.7,82.1,1001.2,229.6,3.6,120.7,46.2,130.4
6,2021,23.7,24.2,52.3,992.4,294.7,2.8,149.7,554.7,530.2
10,2019,24.2,24.1,45.5,991.0,106.2,4.1,129.7,306.3,276.2
5,2020,18.3,19.9,71.1,991.9,329.2,3.2,211.3,348.5,454.9
7,2021,30.4,20.7,31.6,988.4,217.7,2.3,110.1,625.9,543.0
12,2020,10.2,11.2,70.6,975.4,270.0,3.6,120.6,200.3,193.8
10,2020,17.3,12.2,55.1,997.9,76.6,1.4,59.4,624.9,348.8
2,2021,13.8,8.3,68.3,1008.7,260.6,1.5,117.4,518.7,375.8
11,2019,15.0,17.6,82.5,990.5,265.5,6.3,150.5,92.1,175.6
6,2020,20.9,22.1,58.5,990.5,267.5,4.9,146.5,554.5,526.7
7,2021,21.7,25.6,59.3,993.2,286.2,8.0,281.3,174.7,404.6
8,2020,25.3,34.3,61.0,985.9,279.1,4.4,279.1,82.1,322.2
5,2020,20.9,29.5,66.7,984.3,182.5,2.1,234.8,24.9,247.5
5,2020,20.7,15.3,41.7,1001.4,66.2,5.7,95.3,681.6,556.7
4,2021,11.4,15.2,71.2,988.1,78.8,3.3,209.7,0.0,209.7
7,2021,30.4,21.3,35.0,988.1,269.7,2.2,99.5,613.6,517.4
12,2019,14.4,18.4,64.8,990.7,135.8,2.2,94.9,397.7,229.1
4,2021,18.3,21.3,62.5,985.6,206.5,2.3,181.3,318.7,423.1
2,2021,11.7,19.4,87.2,977.5,283.3,7.5,145.9,9.2,148.3
10,2019,19.5,14.2,50.7,990.3,230.4,3.8,93.2,611.8,410.1
5,2021,15.2,14.2,60.5,987.8,273.3,6.3,123.4,559.9,512.4
5,2020,20.1,18.9,61.6,983.2,202.3,4.8,272.5,155.5,388.9
12,2020,8.7,11.0,78.2,981.9,290.1,6.3,108.9,61.2,133.2
1,2020,10.3,13.6,76.6,1005.1,235.3,2.0,104.2,3.3,104.5
1,2021,10.0,13.0,78.8,975.9,286.8,9.8,109.7,25.4,118.1
9,2019,23.0,20.9,55.8,993.5,271.6,2.1,92.6,563.4,391.3
2,2020,13.2,20.0,82.5,996.2,227.5,2.7,106.0,398.8,260.1
8,2020,19.1,21.6,68.7,990.6,232.8,5.3,203.5,204.2,335.2
11,2021,7.9,10.2,71.5,976.1,301.5,9.5,64.7,7.6,66.0
12,2020,8.0,10.8,74.3,985.3,112.9,4.6,91.0,228.1,172.7
10,2020,15.0,15.4,65.1,991.8,283.8,4.2,165.5,158.1,225.1
12,2021,10.4,9.7,61.5,1001.0,216.1,2.2,34.2,652.9,247.5
11,2021,15.7,22.5,75.4,992.4,100.5,1.9,77.5,0.0,77.5
2,2020,11.8,11.5,68.6,1001.4,293.7,4.9,163.0,265.4,290.1
5,2021,16.1,24.2,79.1,984.6,211.7,4.9,152.3,4.4,153.2
8,2020,28.2,25.9,45.7,990.9,188.9,3.5,93.3,596.8,491.9
5,2021,21.3,21.9,50.7,991.9,261.0,2.4,209.9,323.4,461.9
10,2020,20.9,30.0,60.4,994.3,192.2,2.8,173.9,62.9,209.8
8,2020,26.7,25.5,62.4,993.6,281.1,3.4,96.3,561.6,473.7
9,2020,23.6,35.8,68.4,990.3,44.0,3.8,187.8,217.4,321.5
4,2020,16.6,21.6,72.2,985.2,226.6,2.9,148.0,522.7,493.3
7,2021,21.5,30.8,68.0,990.0,283.1,6.2,288.0,60.8,337.3
4,2020,16.8,11.0,51.3,997.3,42.7,2.5,113.6,649.8,518.4
7,2021,26.2,24.7,49.9,989.9,293.7,3.9,77.8,699.4,555.4
9,2021,24.0,25.3,56.9,989.8,301.2,2.3,85.7,600.5,435.8
12,2019,14.8,19.3,77.9,992.3,152.2,2.6,143.4,91.0,172.3
8,2020,22.9,16.5,47.2,985.7,288.7,9.1,225.1,302.9,413.6
11,2020,13.1,15.2,71.3,989.9,268.8,9.5,112.9,17.5,118.1
1,2021,7.6,8.7,69.8,993.6,136.2,3.5,60.3,488.4,241.6
1,2020,13.7,21.8,82.5,995.4,217.5,3.6,150.5,209.8,221.3
12,2021,10.8,18.1,85.6,976.5,267.8,5.5,93.5,0.0,93.5
10,2019,23.1,27.0,60.9,993.4,144.5,1.4,104.8,433.3,309.1
5,2020,20.2,11.2,47.3,993.9,70.8,4.3,78.9,692.9,536.2
12,2019,10.2,7.0,65.4,991.0,221.8,2.5,49.5,579.5,247.6
2,2021,12.4,9.4,72.8,998.0,255.2,2.4,185.9,206.8,291.9
2,2021,7.9,14.4,84.4,992.4,67.9,4.6,100.3,34.2,117.4
1,2021,12.2,18.0,77.2,989.8,199.0,5.3,114.0,24.3,122.2
7,2020,28.0,29.7,46.4,988.1,277.4,3.5,113.5,577.7,511.3
11,2019,11.2,20.1,81.8,980.3,124.7,4.0,99.2,0.0,99.2
4,2020,16.7,18.1,75.7,988.3,220.8,6.5,227.1,93.4,274.1
5,2021,12.9,21.0,84.5,986.6,227.1,4.0,140.5,10.6,143.5
6,2021,21.2,31.7,65.7,992.5,275.7,2.7,226.9,64.2,255.3
9,2019,26.0,24.7,47.2,991.9,284.9,2.0,124.1,485.5,417.5
2,2021,6.1,7.2,52.8,1011.5,52.2,3.9,52.4,730.4,367.5
11,2019,10.2,18.0,88.7,978.0,203.5,4.0,120.1,18.4,125.2
10,2021,14.7,23.6,80.5,993.7,108.3,2.6,100.9,0.7,101.0
12,2020,12.7,19.5,80.3,974.0,190.6,7.8,124.2,46.2,140.7
9,2020,25.0,21.2,47.7,999.2,196.8,2.7,92.0,653.4,492.2
12,2021,11.2,14.9,73.1,995.7,120.7,1.6,125.7,166.3,178.1
5,2020,21.5,16.7,56.5,997.7,47.5,3.7,116.5,629.9,539.7
8,2021,32.8,27.4,37.1,990.6,233.5,3.0,270.9,3.4,273.6
9,2019,23.4,30.9,68.2,989.5,262.3,4.1,170.2,343.4,353.0
12,2020,9.8,15.4,78.4,980.7,244.8,4.3,108.4,136.0,147.4
11,2019,13.6,11.5,63.8,979.1,285.6,7.0,164.8,204.1,240.4
9,2020,26.1,36.7,56.9,996.8,169.7,2.2,157.5,139.8,231.0
11,2021,18.6,35.5,84.9,980.5,222.6,5.5,97.5,0.0,97.5
5,2021,17.6,27.2,75.9,990.5,259.6,4.3,145.7,0.0,145.7
10,2021,18.9,19.8,53.7,993.0,292.9,7.2,161.5,204.6,280.3
7,2021,31.3,28.7,32.5,984.4,219.7,3.1,181.9,30.1,209.1
10,2020,17.5,17.2,68.1,995.4,269.0,5.6,129.5,388.0,307.9
2,2020,12.1,9.0,67.7,1001.5,263.7,1.6,68.1,641.5,353.9
6,2020,21.3,22.2,56.1,992.7,281.8,6.5,87.4,676.7,557.8
9,2020,23.4,16.0,50.2,995.8,279.8,2.4,97.2,661.5,499.3
12,2021,11.8,10.8,67.4,990.0,292.2,7.1,136.1,128.1,170.3
3,2020,10.4,10.7,68.7,987.8,311.4,4.0,162.2,355.2,343.7
7,2021,24.8,16.2,46.4,992.7,304.0,3.3,86.3,694.1,558.5
5,2020,18.2,18.7,70.1,984.0,211.3,7.3,243.4,274.9,421.4
7,2021,33.0,24.5,24.7,987.1,212.2,1.7,242.4,123.7,341.9
10,2021,17.0,25.4,60.4,993.8,56.1,2.3,136.3,294.8,284.9
5,2021,17.6,23.4,64.5,991.9,246.3,5.1,176.1,467.4,465.1
12,2019,13.0,13.4,82.0,996.8,248.7,3.0,119.1,277.6,200.2
7,2020,29.8,25.8,40.2,991.4,202.5,2.5,106.5,591.4,513.5
9,2021,24.5,21.7,56.1,993.2,281.5,2.4,96.5,595.8,454.6
10,2021,16.3,9.9,36.8,995.8,51.3,6.8,66.6,652.9,378.2
12,2019,12.0,15.1,76.9,997.1,290.3,5.4,117.0,36.7,123.0
5,2020,22.6,23.8,48.9,985.7,88.7,4.9,176.5,104.5,243.3
7,2021,26.5,28.0,48.3,988.3,252.7,3.8,175.2,441.4,497.7
12,2020,11.3,20.3,89.3,971.1,204.6,4.6,83.2,0.0,83.2
11,2021,16.4,24.8,80.1,978.4,203.2,6.2,146.3,3.6,147.8
1,2020,9.8,9.3,72.3,1000.4,204.8,2.2,79.5,459.4,230.1
3,2020,7.7,8.5,62.2,981.9,299.7,2.6,175.0,454.7,418.7
1,2020,12.9,15.0,74.5,1004.6,98.2,7.5,153.1,9.2,155.2
12,2019,14.7,13.4,64.9,991.0,96.3,2.3,60.9,489.6,229.6
10,2019,20.3,21.9,61.6,988.3,286.1,7.1,164.6,348.8,349.9
2,2020,14.0,18.1,74.4,997.1,276.7,7.0,100.6,498.0,303.9
12,2020,8.2,10.1,78.1,980.0,284.8,8.8,70.2,0.0,70.2
